CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_Germany,Geography_Spain,Exited
310.07659060068374,51,4,140216.58982827867,4,0,0,86009.03871422543,1,1,0
813.169704050789,63,8,96281.44265645945,1,0,0,86127.99647138036,0,1,1
555.7955985138807,30,10,51035.08872132161,3,0,1,28277.71721862313,1,0,0
444.53866257387864,71,9,65261.89636467259,4,1,1,121771.95760634542,0,0,0
722.1064664788745,46,1,14330.419596717216,3,0,0,98520.99963304172,1,1,0
745.2823591291855,55,0,58516.709467736015,3,0,1,106776.6979800058,1,1,0
513.8653922377133,58,0,8875.60151225486,2,0,1,119553.94577892584,0,1,0
364.45206797696926,62,7,145264.99962679372,3,1,1,92880.31424315284,1,1,0
484.66077147076567,26,9,179599.05570233727,1,0,0,86120.98951357833,0,1,1
371.49480359778784,30,9,126702.6256907186,1,0,1,106211.48128276892,1,0,1
334.59621471471723,54,9,131340.64458663735,1,1,0,137001.06203360902,0,0,1
560.6074186600575,31,1,94428.46742807725,4,0,1,103004.63986828382,1,1,0
410.36956435008244,54,8,31207.28984102161,1,1,0,122481.82759816416,1,1,1
808.3526707237447,26,8,1545.02825067393,1,1,0,82435.32774154589,1,0,1
545.5940886452755,25,1,68795.19952211421,3,1,1,96644.35226475356,1,1,0
796.9232966522184,56,2,150297.71147419122,4,1,0,43419.45372425509,1,0,1
826.6054746477677,57,1,192086.3158631163,2,1,1,83507.34597050115,0,1,0
618.3534317352827,71,5,86216.98514837981,4,1,1,39355.689206301264,1,1,0
345.7882297700434,20,6,73078.2024667066,4,0,1,80712.78800185934,1,0,0
768.8280976493778,72,5,89191.70126627624,2,1,1,28443.718874135084,1,0,1
848.5176321357595,73,2,85554.97916083863,2,0,1,94906.95901621708,0,1,0
474.3825640886282,64,2,125175.966599729,2,1,1,57275.60814638856,0,0,0
436.5065749803705,57,1,146829.47941961867,3,0,0,129413.69969259136,0,0,0
506.51796480522773,50,1,156991.60465091604,3,0,0,68914.28469765282,1,0,0
359.38003451991,49,10,129920.96188694958,3,1,1,139310.5226310463,0,1,0
597.8511558557128,24,4,87544.79175747158,1,0,0,81475.39295280023,1,1,0
507.28254471781196,36,10,190020.7511103077,2,0,1,130353.49217406148,0,0,0
693.8558051067789,51,10,142203.93927425327,3,1,1,58645.29048328188,1,1,0
390.5463941002668,31,7,85331.60816923551,3,0,0,78708.27534966325,0,0,0
358.91495005179576,67,5,89316.35541910087,4,0,0,102376.51730694353,0,0,1
842.9497433601616,79,8,163596.16998580308,3,1,1,53624.61570213627,1,0,0
608.6373214309893,64,10,88108.17754448754,2,0,1,105452.68244200728,1,0,1
394.9643105789434,63,4,103254.72455581823,2,0,1,57518.30691805645,0,0,0
335.2501118640553,73,9,58310.458383924815,1,1,1,82958.04749480812,0,1,1
750.2446565527002,74,3,167782.96677705972,1,0,0,23038.074296975017,1,1,0
656.0753330001156,36,8,104457.096060664,4,0,0,30163.70188389278,0,1,0
470.31452377596094,79,9,110507.18767788557,1,1,1,49523.15489107111,0,1,0
410.54904799721874,68,10,176135.08054267976,2,0,0,124844.09034582348,0,0,0
484.95341038243714,71,4,184103.45356944192,1,1,0,105849.9451487084,0,1,0
819.2902640411975,76,0,164838.759333304,1,1,0,136148.25651835627,1,0,1
469.0745343958916,43,4,13074.082595461678,3,0,0,137612.4196733415,0,0,1
373.89369544643955,34,4,88701.8203560229,2,0,1,68707.2822608135,0,0,0
775.1524145804733,71,4,68666.18783048508,4,1,1,67779.01780280673,0,1,0
570.7764716184969,45,1,42702.95626582374,1,1,1,128646.59644783736,1,1,1
441.47496321176715,36,5,181790.7751691572,1,1,0,75437.62510890112,1,0,0
472.97763339692244,44,4,178013.79166290077,4,1,0,131436.169631576,1,1,0
662.1274209953765,65,1,93059.57665665013,4,0,1,85770.87867401529,1,1,0
502.4837598943221,69,9,26912.170134572694,2,1,1,75212.70615055022,1,0,0
603.9576047065384,74,7,2673.124066357491,4,0,1,56279.08671172884,0,1,0
384.54877193943344,36,5,87693.41611296375,1,0,1,36443.28977932839,0,1,0
685.9118438624678,50,10,7991.029714708619,2,0,0,88367.29997213116,0,1,0
421.8982369664416,68,9,121911.18838395205,2,0,1,62279.264987809685,0,0,0
424.3806493607006,24,10,121681.7741760138,4,0,1,52427.22885810398,0,0,0
403.9192756886366,46,2,179787.88958348965,2,0,1,42055.82161705951,0,1,0
466.8150223568702,72,8,38009.82565787132,1,0,0,70520.87575223936,1,1,0
697.436549591971,60,10,74278.84848270881,1,0,0,92263.45900074764,1,1,1
814.1583807640843,22,10,171909.07775685575,1,1,1,128813.37533608556,1,1,1
804.5645780521786,47,3,94859.300498023,2,0,0,126624.70046001716,0,1,0
468.2309615550757,66,2,11944.657794388846,4,0,0,131158.2447528505,1,1,0
326.56711815266954,60,6,22156.78231910572,1,0,1,94910.37003178235,1,0,0
539.5009096991915,73,7,162690.91431569023,3,1,1,92741.490527068,1,1,0
742.9323824785863,75,6,148739.48600570258,4,0,0,137668.41702864046,1,0,1
871.2098368546975,25,0,175176.30343335838,2,0,1,57511.09861155872,0,1,0
589.051738426482,59,0,23772.23318182875,1,0,0,38908.5717735432,0,0,1
653.5945813723247,29,4,152083.3487593055,2,0,0,30760.720393431697,1,0,0
339.95508966607827,59,7,131020.87299163782,1,1,0,134535.8023562567,1,0,1
385.4603911237355,30,9,46458.64822820856,2,1,0,68330.51806171279,1,1,0
556.69095966112,43,10,194780.87711112224,3,0,1,84834.4150698169,1,0,0
646.2831535041648,35,2,114070.96383024624,2,0,1,124397.80600666704,1,0,0
603.9239729783998,59,7,181375.59507942703,2,1,1,68511.84583289115,0,0,0
580.9491907930644,68,2,171818.6268413973,2,1,1,132834.11757718632,1,0,0
628.858964048902,69,3,66625.09210452232,1,1,0,61820.72306057969,1,1,0
499.04960541219754,66,9,107191.37239736263,4,1,0,115209.68942390384,0,0,0
668.0439876153115,37,6,86273.65988093434,2,1,0,106758.0920033507,1,0,0
491.8954160146032,33,2,141815.51405201515,4,1,0,46174.993683626686,0,0,1
854.5474174010873,54,3,117608.40090868554,1,0,1,36184.71469092465,1,0,0
848.7055778822513,20,7,156970.70660744826,2,0,0,34502.10753926777,1,0,0
698.7260309601888,79,3,2350.4519195969074,1,1,0,104618.79864236397,1,1,1
720.2041484103266,44,8,137558.65228291167,4,1,1,21682.688931670167,0,0,0
631.0744715139862,32,3,63813.03104393099,1,1,1,105887.64419520216,1,1,0
523.7176853948641,75,3,44844.42797788359,1,0,0,121655.54986060978,1,1,1
492.98844595331246,51,4,160248.27327173445,4,1,0,59326.330019723726,0,0,1
531.1409592125187,62,0,17844.242237637074,1,0,1,116941.06469429076,1,1,0
577.3845293405328,39,6,45692.00901982824,4,0,1,41500.217575850416,1,1,0
731.5877115383223,57,8,40746.86821995564,4,1,1,144863.8231653268,1,0,0
483.5556197084769,40,8,83965.08901194038,2,1,0,50168.604502669696,1,0,0
513.076422447906,76,0,64467.3569114522,2,0,0,83487.45569219267,0,0,1
529.9213362056626,79,5,144093.66342193403,1,0,0,147464.5201149541,1,1,0
579.0945668243986,66,2,139873.9761202953,1,0,1,137927.93684991816,1,0,0
781.3370205071659,21,3,65094.1782212078,1,1,1,105730.47050716184,0,1,1
825.5842226882371,68,7,87396.15522915905,3,1,1,67995.05863054356,1,0,0
506.9395424681917,71,3,41581.6368359546,3,1,0,111011.48371637508,0,0,0
844.1858081593923,74,7,134166.9800992541,2,0,0,79835.56228013965,1,1,1
397.76518334250113,58,3,79244.5480265151,4,1,1,34149.19500278063,0,0,0
681.2596847097795,40,8,26565.220888443066,3,1,1,123477.0995386052,0,1,0
533.9171813503175,64,5,25453.09838230225,3,1,1,133309.50305678108,0,1,1
441.6160385679024,77,0,64464.1356842351,4,0,0,72988.90129868378,0,0,0
734.5097224940682,26,9,149465.00572723916,1,1,0,106544.42033364926,0,1,1
445.63100685611596,41,1,5100.867226300076,1,1,1,23947.14415811633,0,0,0
720.7149742339311,38,6,51554.93863657643,3,1,1,45642.518990357945,0,0,0
815.0601512603599,58,9,32497.231777751455,3,1,0,94134.3099033479,0,0,0
427.12660671304633,63,6,191295.56426112296,4,1,1,55630.74105737131,1,1,1
618.7059968276064,72,2,141056.32079420527,4,0,1,142767.26686646702,0,1,0
482.9732134565661,70,0,46646.53682378923,3,0,1,128815.73661822228,0,1,0
615.7837417054968,33,7,41492.11708723892,4,0,0,105150.80769213206,1,0,0
337.5503969961834,73,9,171606.10907745533,1,0,0,149849.17499798827,1,0,1
361.9593562030674,72,10,38045.33928328262,2,0,0,51622.22601104407,0,0,0
436.3089117919618,42,10,199411.84003944535,3,1,0,139486.51486839706,1,1,1
631.0223387742137,43,9,56460.62400227993,2,0,0,59594.54707130248,0,1,0
658.8893525186988,66,6,16866.542973906995,4,0,0,97557.31785317048,0,0,1
688.8075279169951,62,9,138188.37880337163,2,1,0,76467.73682845563,1,0,1
720.8858833502379,26,7,121928.55851683476,3,0,1,77617.89723911334,1,1,0
716.0540168757896,32,0,199964.43307229131,4,0,1,119126.30313779216,0,1,0
433.7934511493661,56,2,160417.14887439503,2,0,0,65180.64459008039,1,1,0
446.35610874640355,50,1,85767.30662664783,1,0,1,85978.68984732497,1,1,1
776.9718593126813,18,0,135322.2896326167,3,1,0,47522.76816809164,0,0,0
641.9056890651725,22,4,163569.8907206704,3,1,0,119251.30271332953,0,1,0
588.3063283562986,73,2,102745.30508865902,3,0,0,91751.09932546195,1,1,0
628.4488554783626,26,9,54574.29014704232,3,0,1,53158.26764383925,1,0,0
296.00378327205794,61,7,42021.12845727392,4,1,0,54571.56058391064,0,0,0
315.5824386575293,23,5,59056.28732272288,1,0,1,58159.781404417095,0,0,0
713.9413775020674,45,9,169613.75633396104,1,1,0,110907.95353261608,1,0,1
468.64201363381903,62,8,76086.47449774705,2,1,1,97361.96026082344,1,1,0
834.3612085204666,43,8,57332.83171326349,3,0,0,126891.9358800036,0,0,0
795.8044368954237,45,10,161177.4455590162,3,0,1,94298.88897908684,1,1,0
492.021686328734,57,5,6384.068354908701,2,0,0,59864.94095764537,0,1,1
832.6369701498334,32,1,118791.65418606842,4,0,1,145173.1262591267,1,1,0
813.4062458677287,23,8,174726.36063725434,1,0,1,135193.545986332,1,0,0
295.98859300524805,44,1,82016.74981112148,3,0,1,56246.78175645002,1,0,0
421.38601235517416,55,2,53863.63227185688,2,0,0,138650.085454767,0,1,0
361.33686219542204,21,5,98341.81388719128,1,0,1,113616.16424232454,0,1,1
329.01352456711277,28,1,143495.43353841588,2,0,0,73910.19280923886,1,0,0
394.4893731037104,38,4,103321.11260703988,2,0,0,80693.98629276623,1,0,0
444.84289264395164,47,1,1527.798925154622,4,1,1,78029.60049981443,0,1,0
730.4467995517,35,3,15664.911221603184,1,0,1,123592.25258329204,1,0,0
378.88475885498076,52,10,144265.68461794028,3,0,1,42815.546408692986,0,0,0
677.541075317453,20,10,79990.26697509972,1,1,1,27626.8259374446,0,1,0
594.4644069979913,79,2,156955.166254047,4,1,0,84799.52850803704,1,0,0
539.7568231703351,29,4,129897.9828211818,3,0,1,57753.24375759595,0,1,0
336.6387815096894,44,5,116303.16686437576,1,1,1,93310.16083308429,0,0,0
714.6871961781472,70,6,180275.03367568224,4,0,0,147165.33322699644,1,1,1
568.8669368607922,47,9,4264.414696142538,3,1,1,107288.83344466209,1,1,0
835.1643730635108,38,7,31006.87227956034,3,1,0,144698.3827511358,1,0,1
450.81146124386976,55,8,124875.19109839515,2,1,1,115167.11260713394,1,0,0
689.6982477632333,38,3,13165.609310019088,2,0,1,29868.954527189795,1,0,0
358.5987587379851,77,3,128994.09701213829,4,1,1,135609.1132784577,1,1,0
531.0408285198926,55,6,196824.21540505355,3,1,1,45859.54760150748,1,0,0
672.1598602983847,57,9,175761.61979890676,1,1,0,132422.61406848454,1,1,0
523.7542045178219,32,9,118183.3848050857,3,1,1,117380.8421506295,1,1,0
338.69849179134036,35,10,178795.33486119244,4,1,0,129020.28503623635,0,0,0
685.7524992085416,69,8,23253.630253253043,1,1,0,52965.457501490586,0,1,1
385.0936829571889,46,10,90938.83298511282,3,0,1,124961.58625359328,0,1,0
348.4331403887997,65,1,85735.22316241515,1,0,1,99345.76581236842,1,1,0
771.0950883910825,55,10,67289.51739859821,2,0,1,30643.49334525443,0,0,0
375.0739737800052,77,5,40.27962686208309,1,1,1,135587.15046271548,1,0,0
530.8168538594604,38,9,178205.80372225042,2,1,1,133985.4644008783,0,0,0
342.2977048877375,34,9,155541.32203055898,1,1,0,94358.8472046353,0,0,1
424.594747212075,58,7,130571.50311995776,2,0,0,78841.16047536043,0,0,1
525.836683219035,68,4,25793.368770326808,4,1,1,72071.11312867503,1,0,1
725.2827172144032,35,4,75641.02673830082,1,1,1,98355.84677584612,1,0,0
656.481517095937,74,7,184865.39947356624,3,1,0,129419.80266017016,0,0,1
489.0082790950609,72,0,123385.92101390932,4,1,0,93570.59576610436,1,1,0
727.003835116665,54,5,120682.107305205,4,1,1,36854.73594267391,1,1,0
571.0235824883509,77,9,182625.3149514069,1,1,0,59801.99370764853,1,0,1
773.8495220369149,55,8,111966.74497992752,4,0,1,106872.0826992705,1,1,0
566.4157735010003,29,5,119524.64971139585,2,0,0,104087.21787825393,0,1,1
308.2194280671215,28,6,69143.13889524346,2,0,1,87456.7566640733,0,0,0
830.0541798097399,65,3,74288.18584647431,1,1,1,51262.13289317563,1,0,0
785.3901058236071,69,9,137121.3724828305,4,0,1,55175.36185498603,1,0,0
599.826209167728,66,0,64087.04332626241,3,1,0,82952.45036051067,1,0,0
465.60600563732385,37,8,111821.58411757002,1,1,0,71284.51236841132,0,0,0
788.6180415312016,26,5,55839.33823131592,1,0,0,61071.79779824111,0,0,1
388.42401919861607,18,2,33225.047590889066,4,1,0,127829.5560764452,1,0,0
548.1923858444047,75,3,90880.49178774028,2,0,1,85522.43402554939,0,1,0
417.8797156602852,20,9,43489.20248282144,4,0,1,85398.9383370757,1,0,0
511.9816896292588,38,5,179698.86101630816,3,0,0,75647.26996343542,1,1,1
740.7078563189535,40,5,60722.59316540658,3,1,0,108517.3659624258,1,1,0
748.2055474511837,26,8,119480.41910786422,3,1,1,42834.45915465467,1,0,0
576.0798966597906,71,3,52688.368109040784,3,1,1,142666.449045729,1,0,0
683.2038128098328,36,4,51603.8525449533,1,0,0,33599.64687559781,0,1,0
683.2171314568606,62,4,70127.21629568157,3,0,0,112338.97063755042,0,0,1
557.1151277663046,72,2,183174.91346418983,3,0,0,111559.34700053497,0,1,0
594.058424121118,63,1,78299.54765705332,3,1,1,34811.91015499088,0,1,1
329.1057283275845,69,7,164253.2938848289,4,1,1,149095.55786507844,0,1,0
797.514051596294,36,9,39459.61490768659,2,1,1,24460.804144725156,1,1,0
522.6264658022914,79,8,9633.908627286211,2,1,1,67409.69554854708,0,1,0
429.3676944873,40,9,156335.5842602883,2,0,0,75220.132634632,1,0,1
824.5237288362657,44,10,108374.97949142028,3,1,1,124364.80252373165,0,1,0
560.8380724325724,44,8,100745.16260538428,4,1,0,23876.259543123644,0,1,1
641.8679712136328,56,4,54441.16984988272,1,0,1,92412.62062276516,0,0,1
894.7319480269339,53,10,14463.402971870364,4,1,0,46520.13234466456,0,1,0
792.3102024317983,29,8,96572.0072665692,1,1,0,94436.5388370832,0,0,1
330.2539092374267,72,3,173445.27175987433,4,0,1,104025.09573860191,0,0,0
429.951070534941,44,1,24004.402740697173,2,1,0,24438.34518145953,1,1,0
388.7082729293515,63,2,185834.1758694345,2,0,0,28770.403737588505,1,0,0
853.3498084008729,51,0,54945.81604832294,3,1,1,31079.172641870144,0,1,0
581.5679228643941,50,4,106437.25856573244,2,0,0,130796.06783280274,0,1,0
491.41016918328506,45,0,13301.679093316365,2,1,1,140466.7325347141,0,1,0
564.6107031499936,48,10,85009.31876052915,2,0,1,76903.94742939004,1,1,0
399.8817278728653,49,0,25179.577281432696,4,1,1,133723.51814835798,0,1,0
805.1814401138329,67,10,9594.757215441496,2,1,0,81907.323118686,0,0,1
552.5783033913998,37,10,193311.53868553,1,0,0,72146.41826245391,1,0,1
869.2227907712534,57,6,146018.90709282653,3,0,1,89061.84465329847,0,1,0
445.9127678902809,52,1,143811.54420273216,4,0,1,122724.13037951825,1,1,0
639.9277893241798,48,7,18109.937896750416,1,1,0,49089.558909426734,0,1,0
517.4688388123262,75,5,185870.1048975484,4,0,1,59225.13638597538,0,1,0
670.213600587684,48,3,93893.70300197712,2,1,1,130353.67989693324,1,0,0
531.8036516098252,55,8,170456.8136114862,4,0,1,139076.93730562282,0,1,0
801.4432240786026,39,9,2520.2202227541547,4,1,0,35991.28174637416,0,1,0
785.505558155558,62,7,59641.29626750138,3,1,0,111641.54987910169,1,0,1
578.0020276763751,58,9,199209.42442529317,4,0,0,21250.624448716804,1,0,1
688.5526046789005,26,2,85567.60853907983,4,1,1,52004.33791430236,1,0,0
789.6996577542436,69,2,177698.70777287093,3,0,1,28921.61894350789,0,0,0
705.1096140386751,26,3,65599.66967420794,4,0,1,87000.8879433322,0,0,0
529.0690156169537,32,8,105065.82645364126,4,0,1,64639.88360864497,0,1,0
654.5859672452659,30,8,170843.8131851921,1,1,0,37886.37549402984,1,1,0
707.9330260701646,39,4,121164.11204078708,1,1,0,20041.707521167125,1,1,0
750.4791440621198,33,8,145038.46852894232,4,1,1,70490.33780422073,1,1,0
668.7848329630974,49,5,45766.64084391282,4,1,0,58281.3210595694,0,0,1
756.3131391597334,19,7,31178.087491027884,2,0,1,26069.553917541347,1,0,0
531.4053132712503,43,10,46061.2886819312,1,1,1,130729.95710994431,1,0,0
460.23515538746614,31,7,98609.72925741137,2,0,0,73401.1255356234,0,0,0
790.1619103758966,76,9,160192.95295356365,4,1,0,120721.97394540948,1,0,1
566.1858064025893,55,6,70798.77009525326,2,1,1,74865.4684927848,1,1,0
462.1842803708988,51,3,112963.15639839425,2,1,1,28776.99078257939,1,1,0
544.1635670835216,25,3,160962.4921956476,3,1,0,71254.20287231714,0,1,1
474.90803473021657,53,5,47755.29321852839,3,0,0,135197.21338520123,1,0,0
718.8084768920651,38,8,176595.1469839619,4,1,0,21010.412349673938,0,1,0
822.4883577600914,73,6,190616.46244447667,1,0,1,136389.445363596,1,1,0
365.0737191174465,63,4,7794.027159864325,4,0,0,105374.61326926496,1,1,0
605.7319288521805,60,4,11822.22201695744,1,1,0,149432.370938287,0,0,1
640.0000156798123,73,7,18191.94374924338,3,1,0,139095.2950823828,1,0,0
610.5291883644195,45,5,155353.68170192893,1,0,1,132963.80945356068,1,0,0
367.2848021553933,63,0,37867.38903579554,2,1,0,24876.274105371383,0,1,1
583.1608248623422,61,0,145139.1972931814,2,1,0,56432.22906664427,1,1,1
464.41727494814825,65,8,88255.21397437727,3,0,0,68716.68709554657,0,0,1
568.4719516422838,23,7,167251.0018742805,4,1,0,110976.93648579648,0,1,0
630.6410858630483,37,5,161711.08256085226,1,1,1,104323.30291780268,1,1,0
561.9315118898475,48,0,191932.5122764894,4,1,0,42320.45833699888,0,1,0
373.41921808058106,50,1,50207.57009528221,1,0,1,115788.64815313552,0,1,0
789.7046622508242,61,9,45847.83255440643,3,0,0,40231.63906410398,1,0,1
572.2797689870649,24,2,6301.595057719856,2,0,0,79336.315180957,1,1,0
442.12604032149255,25,9,82083.21908530578,2,1,0,95236.13697260144,0,0,0
331.24920782050754,26,2,91812.6337510834,1,1,0,133188.71246003007,0,0,0
780.5712071925883,19,1,192902.7666858876,4,0,0,102071.86462990812,1,1,0
521.7421477982393,34,1,166157.0588343946,3,1,0,144129.684272213,1,0,1
421.01313958768515,69,5,33358.34360998471,3,0,1,149284.1677030716,0,0,1
316.31736569305383,62,6,159697.87252164015,4,0,1,86146.91889675224,1,1,1
493.6066721137386,54,3,35659.85616715117,2,1,1,26692.374740094536,0,0,0
857.1322932257634,59,0,15553.013971555418,4,0,1,23681.45698938185,1,1,0
719.9538352795317,61,5,167416.5502913473,2,1,1,131234.26108262932,1,1,0
446.00433546989535,34,6,195191.91637138565,1,1,0,84980.51558738903,1,1,1
503.2611757134219,70,3,17623.70890556082,3,1,0,67683.17928803185,1,1,1
796.7851601907909,55,5,162784.97524369642,1,0,0,56979.29180237357,1,1,1
545.9099744720971,52,8,171842.5297286335,4,1,0,56632.653293498726,0,0,0
615.4507866039979,77,3,23751.116853288437,4,1,1,29466.58513176161,0,0,0
606.3140541199197,64,9,56650.694354389205,1,1,1,59389.06829275794,1,0,1
754.5712353284781,56,3,146732.127802613,4,1,0,103824.8032231266,0,0,0
712.9952270501104,47,9,161546.0559165057,4,0,0,70077.29316623317,1,1,1
681.9691088599709,23,4,70794.82440993303,4,0,1,143216.31553809866,0,0,0
527.5430201760342,21,2,31985.879935904184,3,1,1,106862.15559078136,1,0,0
483.2797659060261,68,9,129668.89520184758,3,1,0,132316.96553969686,0,1,1
377.5622202923794,54,1,140393.72064869563,2,0,1,34840.83761595034,1,1,0
535.1062984236465,52,8,100721.5707790056,3,1,0,78567.06306184334,0,0,0
522.0410458186261,75,0,28988.213528003114,1,1,0,25387.022673964635,1,1,1
711.5012364497608,74,4,168897.3488645224,1,0,1,136351.7546946514,0,1,0
719.1904907049607,26,4,129053.19181330332,3,0,1,39092.91957589473,1,0,0
619.0456668432805,23,7,173832.84976616706,1,1,0,124704.79204964728,1,0,0
846.3281930197769,30,5,186593.8148980165,4,0,1,140095.43798656037,0,0,0
419.2605595313244,76,5,161139.57108761376,3,0,1,77445.4795634916,0,1,1
839.0421792400074,39,5,191731.48290326697,2,1,0,70616.91892026293,0,0,0
829.2848290773784,45,3,190851.5491491728,2,1,0,98015.30078422846,1,0,0
839.0362869282775,47,0,123868.9110780672,3,0,0,116242.90147196564,0,0,0
779.3329782534452,69,2,145634.82037910112,1,1,1,103929.2862003665,0,0,1
577.1130015950437,53,9,139881.70706137372,3,1,0,20150.10720621549,0,0,1
704.7284629800301,19,10,124227.23900443134,3,0,0,122171.58651852618,0,0,0
563.0564920902691,75,5,3871.035166170445,2,1,0,39160.44485816744,1,0,0
456.5273902321578,53,4,71181.33641712723,4,0,1,78457.92042493117,0,0,0
386.43696260103115,25,9,20015.66274229607,4,0,1,56706.36808974848,1,1,0
741.023364084275,62,0,60051.82202643553,3,1,0,140627.97416990972,1,1,1
580.5674764173449,59,4,13712.96138521949,2,0,1,85274.06666414309,1,1,0
586.8369251482418,67,1,184006.2993302664,2,1,1,87880.86981379772,0,1,0
452.70047559435574,26,0,90265.98313119051,3,1,0,29899.10054210668,1,1,0
611.1095567336688,79,3,37872.88953507708,3,1,1,136656.93277692137,1,0,0
340.8028102988883,18,5,116955.84621279038,3,1,1,51073.57392449457,0,0,0
380.8352733015637,30,6,39290.18667452402,4,0,0,73814.47784071439,1,0,0
655.1352018499102,67,8,160888.06435808525,3,1,1,148088.29415800737,0,1,0
755.5829425574109,32,4,61183.82194805021,2,0,1,34806.370323103234,0,1,0
720.0596325481331,49,7,62980.12657298615,3,1,1,113408.62271619448,1,0,0
404.24620916372737,51,7,173990.18878328384,2,1,1,53817.47262959632,0,1,0
747.9844444823035,60,10,111840.57693004695,2,0,1,74572.71304330233,1,0,0
768.7313648618422,78,8,177460.421151102,1,0,0,74365.08063924118,1,0,1
605.1563741370303,48,2,82577.60597307162,2,1,0,141190.28665453807,1,1,0
572.1079855191551,31,2,68785.53931041558,1,0,1,21347.10492811726,0,0,0
624.2529045184301,71,8,101240.59945322164,3,0,0,67736.52998935079,0,1,0
675.664449157201,64,6,12298.33424058191,1,0,0,130815.03850828036,0,0,1
404.1170415839481,31,3,30840.15424186424,4,1,0,138366.58415170704,0,0,0
511.798475250961,65,0,43904.327145263465,4,1,0,60472.20100281184,1,1,0
646.6975573504164,72,6,163335.45653729237,4,1,1,51454.10549202281,1,1,0
523.6564214922921,46,9,146759.75138215217,3,0,1,79965.03085294871,1,1,0
352.2489620045308,64,5,38661.45575678872,2,1,1,116959.14192812346,0,1,0
347.98064886766497,36,2,55349.51287470518,4,1,0,40025.01407883907,1,0,0
816.037205361891,44,4,188852.3726934255,1,0,1,121980.68287769452,1,0,0
438.47556108601754,26,2,17160.592445204824,3,1,0,86647.41556935689,1,0,0
561.3809586334262,54,7,109491.01962961204,3,1,1,38304.7200264289,0,1,0
326.78086998607324,54,4,104401.3984028998,1,1,1,107328.71701731924,0,0,0
791.6470735274598,60,9,145141.56343153783,1,0,0,101666.10243843246,0,1,0
317.7365760756667,45,9,52287.07527070051,3,0,1,100907.1585450262,0,0,0
745.3951093659997,69,5,186954.530159581,3,1,0,118122.25251069314,0,1,1
554.222748784094,74,1,82116.57632573899,2,1,1,43558.96214630961,0,0,0
333.4056003812322,41,7,57143.92144684097,3,0,0,110674.655723867,1,0,0
776.8577121911017,45,8,67373.88336917297,1,0,0,135348.26643238688,1,0,0
781.7584096835363,53,2,69744.46976005711,3,0,0,88940.46841292371,1,1,1
614.0866420063655,69,5,39785.68273305598,3,1,1,83183.86079964435,1,1,0
639.749964254451,35,5,185610.7839615521,1,1,1,123712.45772648754,0,0,0
546.5942069580035,42,1,34975.036921866835,2,0,0,39010.68075241835,1,0,0
525.7122626556047,52,9,176566.52686787385,3,0,0,64313.61750580522,0,0,0
759.0631019781405,21,7,80985.84398808549,4,1,0,130991.95085378144,0,1,1
645.4180128736351,31,4,53855.29670215032,4,0,1,84970.65729652677,1,0,0
330.6479553919615,56,10,39701.79056773226,1,1,0,129256.6947934584,0,0,0
770.2763731210404,43,10,100868.46598165402,1,0,1,52742.84699409775,0,1,0
778.0516888646642,25,7,133851.70859791327,1,1,1,70644.6960730977,1,0,0
387.62881832837235,41,7,179644.20609209625,4,0,1,127070.4161836978,1,1,0
309.30307526223964,33,2,130489.31674202687,1,1,0,41254.3898672543,1,1,0
598.6490752055048,37,4,96732.49805455402,4,0,1,136321.0989945262,1,0,0
658.4165467432537,32,6,6695.212915645232,2,1,0,60282.22236859567,1,0,0
729.6771964047773,24,4,183085.38113512396,1,1,0,146450.5932879941,1,1,0
695.7363364501874,75,5,180473.84859648795,3,1,1,127604.57371919838,1,0,0
633.5064172530365,34,1,75743.39346416498,2,0,1,79226.07797630795,0,1,0
754.9659525270836,39,7,5806.9325351225,4,1,0,116491.80371446694,0,1,0
468.2573277541674,39,4,146673.91030152075,1,1,1,92184.09058037032,1,0,0
818.7598675318742,71,5,158336.17537142645,3,1,1,130922.17072103644,0,0,1
354.08096763228906,29,0,108493.16591106942,4,0,1,87354.15730482894,0,0,0
713.4471237380745,35,9,80574.99705256414,2,0,1,148439.38531291555,0,1,0
473.03389825809256,73,1,170226.5675605998,3,0,0,37355.90459160505,1,0,1
802.2994259591812,63,10,38503.28333735136,2,1,1,107940.975772656,0,1,0
809.9643634888637,64,3,87911.63784316416,1,0,1,51934.95855209117,0,1,0
792.0544254403403,32,10,4897.222143738134,3,1,1,44859.6038280067,1,1,0
486.75933628192524,54,8,32802.10559549723,1,0,1,73072.59719867108,0,1,0
422.92382549888515,33,5,188166.24693560216,4,0,1,67770.0106111494,1,0,0
775.1934068226375,22,7,115616.6500729515,4,0,1,26023.589542861708,0,1,0
643.9449142796885,19,1,161118.4659055637,2,1,1,75604.07114900496,0,1,0
850.1716739220122,69,9,97300.0828205427,1,1,1,143749.37541642706,0,1,0
711.0857229326782,45,4,166965.41960170804,1,0,1,80693.87266995461,0,0,1
363.40673947488176,74,0,107790.10216826377,3,0,0,59235.9767747999,0,1,0
805.0738905165291,58,3,907.5426821971266,4,1,0,143379.87970718887,1,0,0
501.87682633055584,71,9,179939.80140616564,1,1,1,85743.92506231296,0,0,0
478.4121524798692,44,0,29713.223967182523,1,1,1,57323.321294820686,1,1,0
605.6857878836548,48,10,90110.95226155416,1,1,0,121788.63558299314,1,1,0
